ID,Title,Permalink,"Attachment URL",Catégories,Régions,Villes,Slug,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
16244,"LE CHALET DU GOLF",https://jaimelequebec.org/jmlq_lieu/le-chalet-du-golf/,,,,,le-chalet-du-golf,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16245,"Pangea Restaurant Et Bar",https://jaimelequebec.org/jmlq_lieu/pangea-restaurant-et-bar/,,,,,pangea-restaurant-et-bar,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16246,"LES CHALETS NATURA",https://jaimelequebec.org/jmlq_lieu/les-chalets-natura/,,,,,les-chalets-natura,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16247,"LE CLOS DES BRUMES",https://jaimelequebec.org/jmlq_lieu/le-clos-des-brumes/,,,,,le-clos-des-brumes,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16248,"Le Castel - Restaurant à Trois Rivières - Plaisir et bon goût",https://jaimelequebec.org/jmlq_lieu/le-castel-restaurant-a-trois-rivieres-plaisir-et-bon-gout/,,,,,le-castel-restaurant-a-trois-rivieres-plaisir-et-bon-gout,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16249,"CAMPING DES CHUTES-DE-LA-ROUGE",https://jaimelequebec.org/jmlq_lieu/camping-des-chutes-de-la-rouge/,,,,,camping-des-chutes-de-la-rouge,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16250,"LE LAGON BLEU",https://jaimelequebec.org/jmlq_lieu/le-lagon-bleu/,,,,,le-lagon-bleu,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16251,"DOMAINE LAC BROMPTON",https://jaimelequebec.org/jmlq_lieu/domaine-lac-brompton/,,,,,domaine-lac-brompton,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16252,"ATTITUDE MONTAGNE",https://jaimelequebec.org/jmlq_lieu/attitude-montagne/,,,,,attitude-montagne,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16253,"Café British",https://jaimelequebec.org/jmlq_lieu/cafe-british/,,,,,cafe-british,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16254,"Corporation de développement de l'Étang Burbank",https://jaimelequebec.org/jmlq_lieu/corporation-de-developpement-de-letang-burbank/,,,,,corporation-de-developpement-de-letang-burbank,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16255,"CHALET CHIC SHACK",https://jaimelequebec.org/jmlq_lieu/chalet-chic-shack/,,,,,chalet-chic-shack,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16256,"CAMPING MUNICIPAL DE L'ISLE-AUX-GRUES",https://jaimelequebec.org/jmlq_lieu/camping-municipal-de-lisle-aux-grues/,,,,,camping-municipal-de-lisle-aux-grues,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16257,"Le belvédère Champlain",https://jaimelequebec.org/jmlq_lieu/le-belvedere-champlain/,,,,,le-belvedere-champlain,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16258,"LA FRATERNELLE",https://jaimelequebec.org/jmlq_lieu/la-fraternelle/,,,,,la-fraternelle,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16259,"Glissades sur tube du Sommet Saint-Sauveur",https://jaimelequebec.org/jmlq_lieu/glissades-sur-tube-du-sommet-saint-sauveur/,,,,,glissades-sur-tube-du-sommet-saint-sauveur,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16260,"APPARTEMENT GASPÉSIEN, VUE SUR MER",https://jaimelequebec.org/jmlq_lieu/appartement-gaspesien-vue-sur-mer/,,,,,appartement-gaspesien-vue-sur-mer,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16261,"CHALETS MATTERHORN",https://jaimelequebec.org/jmlq_lieu/chalets-matterhorn/,,,,,chalets-matterhorn,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16262,"MAISON BORÉALE",https://jaimelequebec.org/jmlq_lieu/maison-boreale/,,,,,maison-boreale,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16263,"MAISON CÉLESTINE",https://jaimelequebec.org/jmlq_lieu/maison-celestine/,,,,,maison-celestine,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16264,"BALEINE ENDIABLÉE",https://jaimelequebec.org/jmlq_lieu/baleine-endiablee/,,,,,baleine-endiablee,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16265,"AUBERGE MUSICALE POUR UN INSTANT",https://jaimelequebec.org/jmlq_lieu/auberge-musicale-pour-un-instant/,,,,,auberge-musicale-pour-un-instant,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16266,"Poissonnerie du Pêcheur",https://jaimelequebec.org/jmlq_lieu/poissonnerie-du-pecheur/,,,,,poissonnerie-du-pecheur,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16267,"AUBERGE DU CHÂTEAU BAHIA",https://jaimelequebec.org/jmlq_lieu/auberge-du-chateau-bahia/,,,,,auberge-du-chateau-bahia,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16268,LAMA,https://jaimelequebec.org/jmlq_lieu/lama/,,,,,lama,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16269,"HÔTEL MARINEAU CENTRE",https://jaimelequebec.org/jmlq_lieu/hotel-marineau-centre/,,,,,hotel-marineau-centre,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16270,"Fanfare Boulangerie-Restaurant",https://jaimelequebec.org/jmlq_lieu/fanfare-boulangerie-restaurant/,,,,,fanfare-boulangerie-restaurant,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16271,"POP Spirit",https://jaimelequebec.org/jmlq_lieu/pop-spirit/,,,,,pop-spirit,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16272,"Steakerie Sainte-Marie",https://jaimelequebec.org/jmlq_lieu/steakerie-sainte-marie/,,,,,steakerie-sainte-marie,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16273,"Port de plaisance d'Alma",https://jaimelequebec.org/jmlq_lieu/port-de-plaisance-dalma/,,,,,port-de-plaisance-dalma,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16274,"CHALET-FORÊT 12",https://jaimelequebec.org/jmlq_lieu/chalet-foret-12/,,,,,chalet-foret-12,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16275,"POURVOIRIE CHALETS DIANE",https://jaimelequebec.org/jmlq_lieu/pourvoirie-chalets-diane/,,,,,pourvoirie-chalets-diane,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16276,"CHALET DES 3 FILLES",https://jaimelequebec.org/jmlq_lieu/chalet-des-3-filles/,,,,,chalet-des-3-filles,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16277,"Délire Escalade (Lévis)",https://jaimelequebec.org/jmlq_lieu/delire-escalade-levis/,,,,,delire-escalade-levis,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16278,"La Vie, la Vie comptoir santé",https://jaimelequebec.org/jmlq_lieu/la-vie-la-vie-comptoir-sante/,,,,,la-vie-la-vie-comptoir-sante,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16279,"Pourvoirie Domaine Bazinet inc. / Pêche blanche",https://jaimelequebec.org/jmlq_lieu/pourvoirie-domaine-bazinet-inc-peche-blanche/,,,,,pourvoirie-domaine-bazinet-inc-peche-blanche,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16280,CBC/Radio-Canada,https://jaimelequebec.org/jmlq_lieu/cbc-radio-canada/,,,,,cbc-radio-canada,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16281,"9176-0611 QUÉBEC INC.",https://jaimelequebec.org/jmlq_lieu/9176-0611-quebec-inc/,,,,,9176-0611-quebec-inc,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16282,"À L'ANCRE DU SAINT-LAURENT",https://jaimelequebec.org/jmlq_lieu/a-lancre-du-saint-laurent/,,,,,a-lancre-du-saint-laurent,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16283,"CHALET BIA - CAP AU SUD",https://jaimelequebec.org/jmlq_lieu/chalet-bia-cap-au-sud/,,,,,chalet-bia-cap-au-sud,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16284,"MOTEL AU VIEUX FRONTENAC",https://jaimelequebec.org/jmlq_lieu/motel-au-vieux-frontenac/,,,,,motel-au-vieux-frontenac,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16285,"Pub Chelsea",https://jaimelequebec.org/jmlq_lieu/pub-chelsea/,,,,,pub-chelsea,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16286,"CAMP DES BOULEAUX",https://jaimelequebec.org/jmlq_lieu/camp-des-bouleaux/,,,,,camp-des-bouleaux,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16287,"CAMP DES 3 SAISONS",https://jaimelequebec.org/jmlq_lieu/camp-des-3-saisons/,,,,,camp-des-3-saisons,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16288,"CAMP DENIS",https://jaimelequebec.org/jmlq_lieu/camp-denis/,,,,,camp-denis,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16289,"CAMP DE VILLE RN",https://jaimelequebec.org/jmlq_lieu/camp-de-ville-rn/,,,,,camp-de-ville-rn,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16290,"Camp de jour Champêtre Redwood - Club Aventure Redwood",https://jaimelequebec.org/jmlq_lieu/camp-de-jour-champetre-redwood-club-aventure-redwood/,,,,,camp-de-jour-champetre-redwood-club-aventure-redwood,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16291,"Camp de Base Abitibi",https://jaimelequebec.org/jmlq_lieu/camp-de-base-abitibi/,,,,,camp-de-base-abitibi,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16292,"CAMP D'ARTS ÉCOLOGIQUES - ERE DE L'ESTUAIRE INC",https://jaimelequebec.org/jmlq_lieu/camp-darts-ecologiques-ere-de-lestuaire-inc/,,,,,camp-darts-ecologiques-ere-de-lestuaire-inc,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16293,"AUBERGE CHÂTEAU LAMONTAGNE",https://jaimelequebec.org/jmlq_lieu/auberge-chateau-lamontagne/,,,,,auberge-chateau-lamontagne,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16294,"CAMPING DE L'ANSE",https://jaimelequebec.org/jmlq_lieu/camping-de-lanse/,,,,,camping-de-lanse,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16295,"CAMPING DE L'AMITIÉ",https://jaimelequebec.org/jmlq_lieu/camping-de-lamitie/,,,,,camping-de-lamitie,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16296,"CHALET GRANDE POINTE 8",https://jaimelequebec.org/jmlq_lieu/chalet-grande-pointe-8/,,,,,chalet-grande-pointe-8,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16297,"AU BLANC MARRONNIER",https://jaimelequebec.org/jmlq_lieu/au-blanc-marronnier/,,,,,au-blanc-marronnier,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16298,"LA CAPITAINERIE DU PASSANT",https://jaimelequebec.org/jmlq_lieu/la-capitainerie-du-passant/,,,,,la-capitainerie-du-passant,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16299,"LA CAPITAINERIE DU LAC MEGANTIC INC",https://jaimelequebec.org/jmlq_lieu/la-capitainerie-du-lac-megantic-inc/,,,,,la-capitainerie-du-lac-megantic-inc,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16300,"Parc Terre-des-Jeunes",https://jaimelequebec.org/jmlq_lieu/parc-terre-des-jeunes/,,,,,parc-terre-des-jeunes,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16301,"RODEWAY INN AMOS PIKOGAN",https://jaimelequebec.org/jmlq_lieu/rodeway-inn-amos-pikogan/,,,,,rodeway-inn-amos-pikogan,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16302,"Parc André-Auger",https://jaimelequebec.org/jmlq_lieu/parc-andre-auger/,,,,,parc-andre-auger,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16303,"CHALET DE LA RIVE",https://jaimelequebec.org/jmlq_lieu/chalet-de-la-rive/,,,,,chalet-de-la-rive,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16304,"CAMP HOSTYN",https://jaimelequebec.org/jmlq_lieu/camp-hostyn/,,,,,camp-hostyn,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16305,"CHALET ÉCO-PASSIF ESCAPADE DE L'EST",https://jaimelequebec.org/jmlq_lieu/chalet-eco-passif-escapade-de-lest/,,,,,chalet-eco-passif-escapade-de-lest,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16306,"HÔTEL ST-THOMAS",https://jaimelequebec.org/jmlq_lieu/hotel-st-thomas/,,,,,hotel-st-thomas,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16307,"Café du QG",https://jaimelequebec.org/jmlq_lieu/cafe-du-qg/,,,,,cafe-du-qg,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16308,"APPART-HÔTEL LA TUQUE",https://jaimelequebec.org/jmlq_lieu/appart-hotel-la-tuque/,,,,,appart-hotel-la-tuque,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16309,"UNITÉ 17",https://jaimelequebec.org/jmlq_lieu/unite-17/,,,,,unite-17,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16310,"KIO-O, CENTRE DE RESSOURCEMENT ET DE CRÉATIVITÉ",https://jaimelequebec.org/jmlq_lieu/kio-o-centre-de-ressourcement-et-de-creativite/,,,,,kio-o-centre-de-ressourcement-et-de-creativite,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16311,"Camping Anticosti - Sépaq | Camping et prêt-à-camper | L'Île-d'Anticosti | Bonjour Québec",https://jaimelequebec.org/jmlq_lieu/camping-anticosti-sepaq-camping-et-pret-a-camper-lile-danticosti-bonjour-quebec/,,,,,camping-anticosti-sepaq-camping-et-pret-a-camper-lile-danticosti-bonjour-quebec,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16312,CHALET,https://jaimelequebec.org/jmlq_lieu/chalet/,,,,,chalet,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16313,"LA SAINTE PAIX",https://jaimelequebec.org/jmlq_lieu/la-sainte-paix/,,,,,la-sainte-paix,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16314,"Bistro Café Summum (Chicoutimi)",https://jaimelequebec.org/jmlq_lieu/bistro-cafe-summum-chicoutimi/,,,,,bistro-cafe-summum-chicoutimi,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16315,"Au Petit Coin Breton",https://jaimelequebec.org/jmlq_lieu/au-petit-coin-breton/,,,,,au-petit-coin-breton,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16316,"Chou de Bruxelles",https://jaimelequebec.org/jmlq_lieu/chou-de-bruxelles/,,,,,chou-de-bruxelles,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16317,"Griendel Brasserie artisanale",https://jaimelequebec.org/jmlq_lieu/griendel-brasserie-artisanale/,,,,,griendel-brasserie-artisanale,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16318,"YEN Cuisine Japonaise",https://jaimelequebec.org/jmlq_lieu/yen-cuisine-japonaise/,,,,,yen-cuisine-japonaise,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16319,"CHUTE COUETTE & CAFÉ",https://jaimelequebec.org/jmlq_lieu/chute-couette-cafe/,,,,,chute-couette-cafe,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16320,"AUBERGE LOUIS-HÉBERT",https://jaimelequebec.org/jmlq_lieu/auberge-louis-hebert/,,,,,auberge-louis-hebert,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16321,"LE MYLIE",https://jaimelequebec.org/jmlq_lieu/le-mylie/,,,,,le-mylie,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16322,"Restaurant Le Rond Point",https://jaimelequebec.org/jmlq_lieu/restaurant-le-rond-point/,,,,,restaurant-le-rond-point,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16323,"LES IMMEUBLES CHARLEVOIX COURTIER - CODE 227",https://jaimelequebec.org/jmlq_lieu/les-immeubles-charlevoix-courtier-code-227/,,,,,les-immeubles-charlevoix-courtier-code-227,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16324,"Le Cellier Resto/bar à vin",https://jaimelequebec.org/jmlq_lieu/le-cellier-resto-bar-a-vin/,,,,,le-cellier-resto-bar-a-vin,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16325,"Centre de Massothérapie Liane Dufresne",https://jaimelequebec.org/jmlq_lieu/centre-de-massotherapie-liane-dufresne/,,,,,centre-de-massotherapie-liane-dufresne,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16326,"Hébergement DE LA RASSEMBLEUSE",https://jaimelequebec.org/jmlq_lieu/hebergement-de-la-rassembleuse/,,,,,hebergement-de-la-rassembleuse,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16327,"Club de golf Matha",https://jaimelequebec.org/jmlq_lieu/club-de-golf-matha/,,,,,club-de-golf-matha,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16328,"LES LOFTS DE LA FABRIQUE - PAR LES LOFTS VIEUX-QUÉBEC",https://jaimelequebec.org/jmlq_lieu/les-lofts-de-la-fabrique-par-les-lofts-vieux-quebec/,,,,,les-lofts-de-la-fabrique-par-les-lofts-vieux-quebec,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16329,"HÔTEL VAL-DES-SOURCES",https://jaimelequebec.org/jmlq_lieu/hotel-val-des-sources/,,,,,hotel-val-des-sources,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16330,"HÔTEL MARINEAU MATTAWIN",https://jaimelequebec.org/jmlq_lieu/hotel-marineau-mattawin/,,,,,hotel-marineau-mattawin,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16331,"Bar à vin Liège",https://jaimelequebec.org/jmlq_lieu/bar-a-vin-liege/,,,,,bar-a-vin-liege,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16332,"Hébergement CHARLEVOIX BEL-175",https://jaimelequebec.org/jmlq_lieu/hebergement-charlevoix-bel-175/,,,,,hebergement-charlevoix-bel-175,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16333,"HÔTEL ATYPIQ",https://jaimelequebec.org/jmlq_lieu/hotel-atypiq/,,,,,hotel-atypiq,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16334,"Délia Eggxtra - Grand-mère Délia",https://jaimelequebec.org/jmlq_lieu/delia-eggxtra-grand-mere-delia/,,,,,delia-eggxtra-grand-mere-delia,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16335,"AUBERGE AUX NUITS DE RÊVE",https://jaimelequebec.org/jmlq_lieu/auberge-aux-nuits-de-reve/,,,,,auberge-aux-nuits-de-reve,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16336,"CAMPING MELBOURNE - ESTRIE",https://jaimelequebec.org/jmlq_lieu/camping-melbourne-estrie/,,,,,camping-melbourne-estrie,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16337,"La Luncheonette",https://jaimelequebec.org/jmlq_lieu/la-luncheonette/,,,,,la-luncheonette,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16338,Yubari,https://jaimelequebec.org/jmlq_lieu/yubari/,,,,,yubari,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16339,"POURVOIRIE MONTS-VALIN DU ARCHER",https://jaimelequebec.org/jmlq_lieu/pourvoirie-monts-valin-du-archer/,,,,,pourvoirie-monts-valin-du-archer,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16340,"RIÔTEL BONAVENTURE",https://jaimelequebec.org/jmlq_lieu/riotel-bonaventure/,,,,,riotel-bonaventure,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16341,"PREMIÈRE NATION DES INNUS DE NUTASHKUAN - POURVOIRIE HIPOU",https://jaimelequebec.org/jmlq_lieu/premiere-nation-des-innus-de-nutashkuan-pourvoirie-hipou/,,,,,premiere-nation-des-innus-de-nutashkuan-pourvoirie-hipou,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16342,"VERBIER 104-3010 ALLEE DU VALAIS",https://jaimelequebec.org/jmlq_lieu/verbier-104-3010-allee-du-valais/,,,,,verbier-104-3010-allee-du-valais,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16343,"LE CHIC ST-MAURICE",https://jaimelequebec.org/jmlq_lieu/le-chic-st-maurice/,,,,,le-chic-st-maurice,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16344,"Grégoire Sport",https://jaimelequebec.org/jmlq_lieu/gregoire-sport/,,,,,gregoire-sport,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16345,"LA BELLE D'ALFRED-PELLAN",https://jaimelequebec.org/jmlq_lieu/la-belle-dalfred-pellan/,,,,,la-belle-dalfred-pellan,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16346,"Réserve faunique des rivières Matapédia-et-Patapédia",https://jaimelequebec.org/jmlq_lieu/reserve-faunique-des-rivieres-matapedia-et-patapedia/,,,,,reserve-faunique-des-rivieres-matapedia-et-patapedia,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16347,"Glissades de Ville-Marie",https://jaimelequebec.org/jmlq_lieu/glissades-de-ville-marie/,,,,,glissades-de-ville-marie,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16348,"CHALET DESIGNPUR",https://jaimelequebec.org/jmlq_lieu/chalet-designpur/,,,,,chalet-designpur,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16349,"LE BONHEUR",https://jaimelequebec.org/jmlq_lieu/le-bonheur/,,,,,le-bonheur,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
16350,"CAMPING QUÉBEC EN VILLE",https://jaimelequebec.org/jmlq_lieu/camping-quebec-en-ville/,,,,,camping-quebec-en-ville,publish,1,philgoupil@yahoo.ca,philgoupil@yahoo.ca,,,,default,0,0,0,open,open,2025-12-15
