notre_etablissement;domaine;site;type_image;image_url
Pumptrack La Corne;lacorne;https://lacorne.ca/inauguration-officielle-de-la-pumptrack-de-la-corne;photo;https://lacorne.ca/wp-content/uploads/2024/06/DSC_3124-Edit-300x200.jpg
Mini-Putt L'Aventure mobile INC.;miniputtlaventuremobile;https://www.miniputtlaventuremobile.com;photo;https://static.wixstatic.com/media/8df315_97ffae1723784ea0a2471c31e49271ba%7Emv2.png/v1/fit/w_2500,h_1330,al_c/8df315_97ffae1723784ea0a2471c31e49271ba%7Emv2.png
Club de ski de fond Granada;skidefondgranada;https://skidefondgranada.org;photo;https://img1.wsimg.com/isteam/ip/57a8047d-ea3c-466d-8dfd-668c466db669/LP-3412.jpeg
Code César jeu d'évasion - Amos;codecesar;https://codecesar.com;photo;https://codecesar.nyc3.digitaloceanspaces.com/craft/_1200x630_crop_center-center_82_none/ogimage.png?mtime=1625984435
Anisipi - Le Puit|Oteipan;anisipi;https://anisipi.com/circuit/le-puits;photo;https://anisipi.com/content/uploads/anisipi-og-accueil.jpg
Refuge Pageau;refugepageau;https://refugepageau.ca;photo;https://refugepageau.ca/sites/all/themes/refugepageau/images/mg.png
Parc linéaire du Témiscamingue La ligne du Mocassin;temiscaming;https://www.temiscaming.net/fr/tourisme/marina;photo;https://www.temiscaming.net/upload/page/te__miscaming_-_marina.jpg
Parc du Belvédère de Malartic;malartic;http://www.malartic.quebec/developpement-et-tourisme/camping-regional-de-malartic;photo;https://malartic.quebec/assets/img/logo-malartic-blanc.png
Visite de la Mine Canadian Malartic;malartic;http://www.malartic.quebec/developpement-et-tourisme/camping-regional-de-malartic;photo;https://malartic.quebec/assets/img/logo-malartic-blanc.png
Club de golf Malartic;golfmalartic;http://www.golfmalartic.com;logo/autre;http://www.golfmalartic.com/media/dcopfwho/logo-simple.svg
Amerispa Sheraton Laval;amerispa;https://amerispa.ca/hilton-lac-leamy;logo/autre;https://amerispa.ca/hilton-lac-leamy/wp-content/themes/amerispa/assets/images/logo-amerispa.svg
Immersia Jeux d'évasion (Laval);evasio;https://evasio.ca;logo/autre;https://www.facebook.com/tr?id=1984232122017870&ev=PageView&noscript=1
ReKcrea Sainte-Catherine;rekcrea;https://rekcrea.com;photo;https://img1.wsimg.com/isteam/ip/3be1e164-77a7-4095-a3b1-86386e515cb3/REKCREA%20INC%20-%20PROJETS%202024-2-779cc90.jpg
Plage du Camping Canne de bois;campingcannedebois;http://www.campingcannedebois.com;photo;http://www.campingcannedebois.com/wp-content/uploads/2018/07/imgFb.jpg
Parc Régional Saint-Bernard;parcregional;http://parcregional.com;photo;https://www.parcregional.com/wp-content/uploads/og_parcregional.jpg
Club de golf Hemmingford;golfhemmingford;https://golfhemmingford.com;photo;https://golfhemmingford.com/wp-content/uploads/2020/08/golf_image_OG.jpg
Parc Safari ;parcsafari;http://parcsafari.com;photo;https://parcsafari.com/wp-content/uploads/2023/05/header-camion.jpg
Vie de Plein Air;viedepleinair;https://viedepleinair.com;logo/autre;https://i.vimeocdn.com/video/1848901601-9e043f0d0e1e2da1483e2ce3116bb98563029b3d15fee0d43de45e46ab42b70f-d_960x540?&r=pad
