id;slug;titre_fr;titre_en;region_touristique;region_num;ville;adresse;telephone;site_web;courriel;latitude;longitude;categorie_thematique_fr;categorie_thematique_en;potentiel_affiliation_fr;potentiel_affiliation_en;resume_fr;resume_en;texte_complet_fr;hebergement_eco;hebergement_confort;hebergement_haut_gamme;restaurants_proximite;activites_ete;activites_hiver
11;musee-dart-contemporain-de-montreal;Musée d'art contemporain de Montréal;Montréal Museum of Contemporary Art;Montréal;1;Montréal;1400, rue Saint-Marc / Place Riopelle, Montréal (QC) H3G 0J3;514 847-6226;macm.org;;45.5081;-73.5681;Histoire et patrimoine;History & Heritage;Hébergement + Billetterie/Excursion;Accommodation + Tickets/Tours;Le seul musée canadien entièrement dédié à l'art contemporain, présentant une collection permanente de plus de 8 000 œuvres et des expositions d'artistes québécois et internationaux.;Canada's only museum entirely dedicated to contemporary art, featuring a permanent collection of more than 8,000 works alongside exhibitions by Québec and international artists.;Fondé en 1964, le MAC (Musée d'art contemporain de Montréal) a déménagé en 2024 dans de nouveaux espaces réaménagés à la Place Riopelle, en plein Quartier des spectacles, renforçant sa vocation de carrefour culturel central de la métropole. Sa collection privilégie particulièrement les artistes québécois de l'après-guerre, dont Jean-Paul Riopelle et Paul-Émile Borduas, figure du mouvement automatiste et signataire du manifeste Refus global de 1948, document fondateur de la modernité artistique québécoise.;COTTAGE AU PIED DU MONT-ROYAL (0.1 km) | CHAMBRES ET PETIT DÉJEUNER BIENVENUE (0.6 km) | RÉSIDENCE ST-DOMINIQUE (0.7 km);GÎTE LE BALCONVILLE (0.4 km) | CHEZ JEAN (0.6 km) | SONDER LE GUÉRIN (0.9 km);HÔTEL 10 (1.0 km);Bar Darling (0.3 km) | Schwartz's (0.4 km) | Café Miracolo (0.4 km) | Viva Restaurant + Bar (0.4 km) | Capitaine Sandwich (0.4 km);Barfly (0.2 km) | Wiggle Room (0.3 km) | Vortex Montréal - Plateau (0.4 km) | Club Balattou (0.4 km) | Muzique (0.5 km);Patinoire de l'Esplanade Tranquille (1.5 km) | Patinoire du Parc La Fontaine (1.6 km) | Parc La Fontaine (1.6 km) | Altai Canada Opérations (1.7 km) | Parc du Mont-Royal (1.8 km)
12;biosphere;Biosphère;Biosphère;Montréal;1;Montréal;Parc Jean-Drapeau, île Sainte-Hélène, Montréal (QC) H3C 1A9;;espacepourlavie.ca/biosphere;;45.5104;-73.5346;Histoire et patrimoine;History & Heritage;Hébergement + Billetterie/Excursion;Accommodation + Tickets/Tours;Structure géodésique emblématique conçue par l'architecte Richard Buckminster Fuller pour le pavillon des États-Unis à l'Expo 67, aujourd'hui dédiée à la sensibilisation environnementale.;An iconic geodesic structure designed by architect Richard Buckminster Fuller for the United States Pavilion at Expo 67, now dedicated to environmental awareness.;"Le dôme, haut de 62 mètres, devait à l'origine être recouvert d'une membrane acrylique qui fut détruite par un incendie en 1976; sa structure d'acier nue, dépouillée de sa peau, demeure pourtant l'une des silhouettes les plus reconnaissables du paysage montréalais. Reconverti en musée environnemental en 1995 sous l'impulsion d'Environnement Canada, le bâtiment propose aujourd'hui des expositions sur les enjeux climatiques et la protection du Saint-Laurent et des Grands Lacs.";COTTAGE AU PIED DU MONT-ROYAL (0.1 km) | CHAMBRES ET PETIT DÉJEUNER BIENVENUE (0.6 km) | RÉSIDENCE ST-DOMINIQUE (0.7 km);GÎTE LE BALCONVILLE (0.4 km) | CHEZ JEAN (0.6 km) | SONDER LE GUÉRIN (0.9 km);HÔTEL 10 (1.0 km);Bar Darling (0.3 km) | Schwartz's (0.4 km) | Café Miracolo (0.4 km) | Viva Restaurant + Bar (0.4 km) | Capitaine Sandwich (0.4 km);Barfly (0.2 km) | Wiggle Room (0.3 km) | Vortex Montréal - Plateau (0.4 km) | Club Balattou (0.4 km) | Muzique (0.5 km);Patinoire de l'Esplanade Tranquille (1.5 km) | Patinoire du Parc La Fontaine (1.6 km) | Parc La Fontaine (1.6 km) | Altai Canada Opérations (1.7 km) | Parc du Mont-Royal (1.8 km)
13;planetarium-rio-tinto-alcan;Planétarium Rio Tinto Alcan;Rio Tinto Alcan Planetarium;Montréal;1;Montréal;4801, avenue Pierre-De Coubertin, Montréal (QC) H1V 3V4;514 868-3000;espacepourlavie.ca/planetarium;;45.5599;-73.5495;Divertissement et casino;Entertainment & Casino;Hébergement + Billetterie/Excursion;Accommodation + Tickets/Tours;Institution d'astronomie populaire dotée de deux théâtres immersifs présentant des spectacles scientifiques et poétiques sur l'Univers, voisine du Biodôme et du Stade olympique.;A popular astronomy institution with two immersive theatres presenting scientific and poetic shows about the Universe, next door to the Biodôme and Olympic Stadium.;Le nouveau Planétarium, inauguré en 2013 pour remplacer l'ancien établissement du centre-ville fondé en 1966, se distingue par son architecture en double cône évoquant un cadran solaire. Membre du complexe Espace pour la vie, il combine projections immersives à 360 degrés et expositions interactives, offrant une initiation accessible à l'astronomie pour tous les âges, dans une ville où la pollution lumineuse rend l'observation directe du ciel étoilé difficile.;COTTAGE AU PIED DU MONT-ROYAL (0.1 km) | CHAMBRES ET PETIT DÉJEUNER BIENVENUE (0.6 km) | RÉSIDENCE ST-DOMINIQUE (0.7 km);GÎTE LE BALCONVILLE (0.4 km) | CHEZ JEAN (0.6 km) | SONDER LE GUÉRIN (0.9 km);HÔTEL 10 (1.0 km);Bar Darling (0.3 km) | Schwartz's (0.4 km) | Café Miracolo (0.4 km) | Viva Restaurant + Bar (0.4 km) | Capitaine Sandwich (0.4 km);Barfly (0.2 km) | Wiggle Room (0.3 km) | Vortex Montréal - Plateau (0.4 km) | Club Balattou (0.4 km) | Muzique (0.5 km);Patinoire de l'Esplanade Tranquille (1.5 km) | Patinoire du Parc La Fontaine (1.6 km) | Parc La Fontaine (1.6 km) | Altai Canada Opérations (1.7 km) | Parc du Mont-Royal (1.8 km)
14;oratoire-saint-joseph-du-mont-royal;Oratoire Saint-Joseph du Mont-Royal;Saint Joseph's Oratory of Mount Royal;Montréal;1;Montréal;3800, chemin Queen-Mary, Montréal (QC) H3V 1H6;514 733-8211;saint-joseph.org;;45.4925;-73.6177;Histoire et patrimoine;History & Heritage;Hébergement + Billetterie/Excursion;Accommodation + Tickets/Tours;Plus grand sanctuaire au monde dédié à saint Joseph, fondé par le frère André, l'Oratoire accueille environ deux millions de pèlerins et visiteurs chaque année et constitue le point culminant visible de Montréal.;The world's largest sanctuary dedicated to Saint Joseph, founded by Brother André, the Oratory welcomes about two million pilgrims and visitors each year and forms the highest visible point on the Montréal skyline.;"Né Alfred Bessette en 1845 dans une famille pauvre de la région d'Iberville, le frère André devient portier du Collège Notre-Dame et acquiert une réputation de guérisseur qui attire des foules grandissantes. En 1904, il fait construire de ses propres économies une modeste chapelle de bois, point de départ d'un chantier qui s'étendra sur plus de soixante ans pour donner naissance à la plus grande église du Canada, dont le dôme — l'un des plus grands au monde de ce type autoportant — culmine à 300 mètres au-dessus du niveau de la mer. Frère André, canonisé en 2010, repose dans le sanctuaire; ses pèlerins continuent de gravir sur les genoux les 99 marches de l'escalier votif extérieur, geste de dévotion qui demeure aujourd'hui visible des visiteurs.";COTTAGE AU PIED DU MONT-ROYAL (0.1 km) | CHAMBRES ET PETIT DÉJEUNER BIENVENUE (0.6 km) | RÉSIDENCE ST-DOMINIQUE (0.7 km);GÎTE LE BALCONVILLE (0.4 km) | CHEZ JEAN (0.6 km) | SONDER LE GUÉRIN (0.9 km);HÔTEL 10 (1.0 km);Bar Darling (0.3 km) | Schwartz's (0.4 km) | Café Miracolo (0.4 km) | Viva Restaurant + Bar (0.4 km) | Capitaine Sandwich (0.4 km);Barfly (0.2 km) | Wiggle Room (0.3 km) | Vortex Montréal - Plateau (0.4 km) | Club Balattou (0.4 km) | Muzique (0.5 km);Patinoire de l'Esplanade Tranquille (1.5 km) | Patinoire du Parc La Fontaine (1.6 km) | Parc La Fontaine (1.6 km) | Altai Canada Opérations (1.7 km) | Parc du Mont-Royal (1.8 km)
15;marche-jean-talon;Marché Jean-Talon;Jean-Talon Market;Montréal;1;Montréal;7070, avenue Henri-Julien, Montréal (QC) H2S 3S3;514 937-7754;marchespublics-mtl.com;;45.5375;-73.6136;Villages et quartiers pittoresques;Picturesque Villages & Districts;Hébergement seulement;Accommodation only;L'un des plus grands marchés publics à ciel ouvert d'Amérique du Nord, au cœur de la Petite Italie, où producteurs maraîchers, fromagers et artisans culinaires se côtoient depuis 1933.;One of the largest open-air public markets in North America, at the heart of Little Italy, where market gardeners, cheesemakers, and culinary artisans have gathered since 1933.;Inauguré le 27 mai 1933 par le maire Camillien Houde sur le site d'un ancien terrain de crosse irlandais, le marché du Nord (renommé Jean-Talon en 1982 en l'honneur du premier intendant de la Nouvelle-France) doit son existence à la volonté municipale de créer de l'emploi durant la Grande Dépression. Aujourd'hui ouvert toute l'année, il demeure un point de rencontre vivant entre producteurs locaux et communautés culturelles, en particulier la communauté italienne qui a façonné le quartier environnant depuis le début du XXe siècle.;COTTAGE AU PIED DU MONT-ROYAL (0.1 km) | CHAMBRES ET PETIT DÉJEUNER BIENVENUE (0.6 km) | RÉSIDENCE ST-DOMINIQUE (0.7 km);GÎTE LE BALCONVILLE (0.4 km) | CHEZ JEAN (0.6 km) | SONDER LE GUÉRIN (0.9 km);HÔTEL 10 (1.0 km);Bar Darling (0.3 km) | Schwartz's (0.4 km) | Café Miracolo (0.4 km) | Viva Restaurant + Bar (0.4 km) | Capitaine Sandwich (0.4 km);Barfly (0.2 km) | Wiggle Room (0.3 km) | Vortex Montréal - Plateau (0.4 km) | Club Balattou (0.4 km) | Muzique (0.5 km);Patinoire de l'Esplanade Tranquille (1.5 km) | Patinoire du Parc La Fontaine (1.6 km) | Parc La Fontaine (1.6 km) | Altai Canada Opérations (1.7 km) | Parc du Mont-Royal (1.8 km)
16;quartier-chinois-de-montreal;Quartier chinois de Montréal;Montréal's Chinatown;Montréal;1;Montréal;Boulevard Saint-Laurent, entre les rues Viger et René-Lévesque, Montréal (QC);;mtl.org;;45.5072;-73.5615;Villages et quartiers pittoresques;Picturesque Villages & Districts;Hébergement seulement;Accommodation only;Plus ancien quartier chinois du Canada encore en activité, reconnaissable à ses arches monumentales et concentrant restaurants, épiceries et associations culturelles depuis la fin du XIXe siècle.;Canada's oldest still-active Chinatown, recognizable by its monumental arches, concentrating restaurants, grocery stores, and cultural associations since the late 19th century.;Établi à partir des années 1860-1870 par des immigrants chinois venus initialement travailler à la construction du chemin de fer transcontinental canadien, le quartier s'est développé en pôle commercial et communautaire malgré des périodes de discrimination significative (notamment la taxe d'entrée imposée aux immigrants chinois entre 1885 et 1923). Les arches de style traditionnel, érigées aux entrées du quartier, ainsi que le Jardin Sun Yat-Sen, marquent aujourd'hui ce secteur compact mais culturellement dense, à proximité immédiate du Quartier des spectacles et du Vieux-Montréal.;COTTAGE AU PIED DU MONT-ROYAL (0.1 km) | CHAMBRES ET PETIT DÉJEUNER BIENVENUE (0.6 km) | RÉSIDENCE ST-DOMINIQUE (0.7 km);GÎTE LE BALCONVILLE (0.4 km) | CHEZ JEAN (0.6 km) | SONDER LE GUÉRIN (0.9 km);HÔTEL 10 (1.0 km);Bar Darling (0.3 km) | Schwartz's (0.4 km) | Café Miracolo (0.4 km) | Viva Restaurant + Bar (0.4 km) | Capitaine Sandwich (0.4 km);Barfly (0.2 km) | Wiggle Room (0.3 km) | Vortex Montréal - Plateau (0.4 km) | Club Balattou (0.4 km) | Muzique (0.5 km);Patinoire de l'Esplanade Tranquille (1.5 km) | Patinoire du Parc La Fontaine (1.6 km) | Parc La Fontaine (1.6 km) | Altai Canada Opérations (1.7 km) | Parc du Mont-Royal (1.8 km)
17;vieux-quebec-arrondissement-historique-unesco;Vieux-Québec (arrondissement historique, UNESCO);Old Québec (Historic District, UNESCO World Heritage Site);Québec (Capitale-Nationale);2;Québec;Arrondissement historique du Vieux-Québec, Québec (QC);Bureau d'information touristique : 418 641-6290;quebec-cite.com;;46.8131;-71.2075;Villages et quartiers pittoresques;Picturesque Villages & Districts;Hébergement seulement;Accommodation only;Seule ville fortifiée au nord du Mexique, le Vieux-Québec se découvre en flânant dans ses petites rues pavées, entre influences françaises, britanniques et autochtones, dans un décor qui a inspiré de nombreux cinéastes.;The only fortified city north of Mexico, Old Québec invites exploration of its small cobblestone streets, blending French, British, and Indigenous influences in a setting that has inspired many filmmakers.;Inscrit au patrimoine mondial de l'UNESCO en 1985 — première ville d'Amérique du Nord au nord du Mexique à recevoir cette distinction —, le Vieux-Québec se divise entre la Haute-Ville (autour du Château Frontenac et de la Citadelle) et la Basse-Ville (Place Royale, quartier Petit-Champlain). Ses fortifications, longues de 4,6 km et toujours intactes, demeurent les seules de ce type subsistant en Amérique du Nord au nord du Mexique. Le secteur concentre la plus forte densité de bâtiments antérieurs à 1850 du continent.;LE RICOCHET URBAIN (0.3 km) | LE SAINT-VALLIER (0.3 km) | RÉSIDENCE SAINTE-HÉLÈNE (0.7 km);LE 253 DE LA REINE (0.5 km) | TERMINUS HÔTEL (0.7 km) | HÔTEL ROYAL WILLIAM (0.8 km);HÔTEL BEST WESTERN PLUS CENTRE-VILLE (0.7 km) | HÔTEL PUR QUÉBEC (0.8 km) | HÔTEL PUR QUÉBEC (0.8 km);Julio Taqueria (0.4 km) | Kraken Cru (0.4 km) | Resto-Bar Lima (0.4 km) | Chez Tao (0.5 km) | District Saint-Joseph (0.6 km);La Boîte à Questions - Quiz Room (0.4 km) | Parc linéaire de la Rivière-Saint-Charles (0.8 km) | Scanner Bistro (0.9 km) | À Double Tour - Expériences immersives (0.9 km) | Musi'Quiz Québec (0.9 km);Parc de la Pointe-aux-Lièvres (0.6 km) | Parc linéaire de la Rivière-Saint-Charles (0.8 km) | Préski (1.2 km) | Patinoire de la Place D'Youville (1.6 km) | Parc des Champs-de-Bataille - Plaines d'Abraham (2.0 km)
18;chateau-frontenac-et-terrasse-dufferin;Château Frontenac et Terrasse Dufferin;Château Frontenac and Dufferin Terrace;Québec (Capitale-Nationale);2;Québec;1, rue des Carrières, Québec (QC) G1R 4P5;;chateau-frontenac.com;;46.8123;-71.2048;Histoire et patrimoine;History & Heritage;Hébergement + Billetterie/Excursion;Accommodation + Tickets/Tours;Hôtel le plus photographié au monde selon une légende touristique tenace, le Château Frontenac domine le cap Diamant et demeure le symbole visuel le plus immédiat de la ville de Québec.;Said by enduring tourist legend to be the most photographed hotel in the world, Château Frontenac crowns Cap Diamant and remains the most immediate visual symbol of Québec City.;Construit à partir de 1892 pour le chemin de fer Canadien Pacifique sur les plans de l'architecte américain Bruce Price, dans un style château inspiré des demeures de la Loire, l'hôtel porte le nom du comte de Frontenac, gouverneur de la Nouvelle-France à deux reprises au XVIIe siècle. Doté aujourd'hui de 610 chambres, il a accueilli deux conférences stratégiques majeures de la Seconde Guerre mondiale (1943 et 1944), réunissant Winston Churchill, Franklin D. Roosevelt et William Lyon Mackenzie King. La Terrasse Dufferin attenante, longue promenade de bois aménagée à partir de 1838 sur les vestiges du château Saint-Louis, offre une vue imprenable sur le fleuve, la Rive-Sud et l'île d'Orléans.;LE RICOCHET URBAIN (0.3 km) | LE SAINT-VALLIER (0.3 km) | RÉSIDENCE SAINTE-HÉLÈNE (0.7 km);LE 253 DE LA REINE (0.5 km) | TERMINUS HÔTEL (0.7 km) | HÔTEL ROYAL WILLIAM (0.8 km);HÔTEL BEST WESTERN PLUS CENTRE-VILLE (0.7 km) | HÔTEL PUR QUÉBEC (0.8 km) | HÔTEL PUR QUÉBEC (0.8 km);Julio Taqueria (0.4 km) | Kraken Cru (0.4 km) | Resto-Bar Lima (0.4 km) | Chez Tao (0.5 km) | District Saint-Joseph (0.6 km);La Boîte à Questions - Quiz Room (0.4 km) | Parc linéaire de la Rivière-Saint-Charles (0.8 km) | Scanner Bistro (0.9 km) | À Double Tour - Expériences immersives (0.9 km) | Musi'Quiz Québec (0.9 km);Parc de la Pointe-aux-Lièvres (0.6 km) | Parc linéaire de la Rivière-Saint-Charles (0.8 km) | Préski (1.2 km) | Patinoire de la Place D'Youville (1.6 km) | Parc des Champs-de-Bataille - Plaines d'Abraham (2.0 km)
19;citadelle-de-quebec;Citadelle de Québec;Citadelle of Québec;Québec (Capitale-Nationale);2;Québec;1, côte de la Citadelle, Québec (QC) G1R 3R2;;lacitadelle.qc.ca;;46.8088;-71.2075;Histoire et patrimoine;History & Heritage;Hébergement + Billetterie/Excursion;Accommodation + Tickets/Tours;Plus important ouvrage militaire britannique d'Amérique du Nord, surnommé le « Gibraltar d'Amérique », la Citadelle demeure une base militaire active abritant le Royal 22e Régiment, seule unité francophone des forces armées canadiennes.;"The largest British military structure in North America, nicknamed the ""Gibraltar of America,"" the Citadelle remains an active military base, home to the Royal 22e Régiment, the only French-speaking unit of the Canadian Armed Forces.";Bâtie entre 1820 et 1831 selon les plans de l'ingénieur Elias Walker Durnford, inspirés des fortifications à la Vauban, la Citadelle occupe le point culminant du cap Diamant. Deux bâtiments antérieurs, datant du régime français (une redoute de 1693 et une poudrière de 1750), témoignent d'une volonté défensive amorcée dès l'époque de Champlain. Depuis 1920, elle abrite le quartier général du Royal 22e Régiment, fondé en 1914 pour encourager l'enrôlement des Canadiens français. La résidence secondaire du gouverneur général du Canada s'y trouve également. Les visites, encadrées par un guide en raison du statut de base militaire active, incluent l'accès au Musée Royal 22e Régiment.;LE RICOCHET URBAIN (0.3 km) | LE SAINT-VALLIER (0.3 km) | RÉSIDENCE SAINTE-HÉLÈNE (0.7 km);LE 253 DE LA REINE (0.5 km) | TERMINUS HÔTEL (0.7 km) | HÔTEL ROYAL WILLIAM (0.8 km);HÔTEL BEST WESTERN PLUS CENTRE-VILLE (0.7 km) | HÔTEL PUR QUÉBEC (0.8 km) | HÔTEL PUR QUÉBEC (0.8 km);Julio Taqueria (0.4 km) | Kraken Cru (0.4 km) | Resto-Bar Lima (0.4 km) | Chez Tao (0.5 km) | District Saint-Joseph (0.6 km);La Boîte à Questions - Quiz Room (0.4 km) | Parc linéaire de la Rivière-Saint-Charles (0.8 km) | Scanner Bistro (0.9 km) | À Double Tour - Expériences immersives (0.9 km) | Musi'Quiz Québec (0.9 km);Parc de la Pointe-aux-Lièvres (0.6 km) | Parc linéaire de la Rivière-Saint-Charles (0.8 km) | Préski (1.2 km) | Patinoire de la Place D'Youville (1.6 km) | Parc des Champs-de-Bataille - Plaines d'Abraham (2.0 km)
20;place-royale;Place Royale;Place Royale;Québec (Capitale-Nationale);2;Québec;Place Royale, Québec (QC) G1K 4G2 (quartier Petit-Champlain);;quebec-cite.com;;46.8131;-71.2031;Villages et quartiers pittoresques;Picturesque Villages & Districts;Hébergement seulement;Accommodation only;Lieu exact de la fondation de Québec par Champlain en 1608, Place Royale conserve des maisons de pierre restaurées du régime français, formant un décor remarquablement préservé de la Nouvelle-France.;The exact site where Champlain founded Québec City in 1608, Place Royale preserves restored stone houses from the French regime, forming a remarkably well-preserved setting from New France.;C'est ici que Champlain construisit en 1608 son « Abitation », à la fois fort, magasin, poste de traite et résidence. L'église Notre-Dame-des-Victoires, construite en 1688 sur la place, demeure la plus vieille église en pierre d'Amérique du Nord — bien qu'elle ait été presque détruite lors du siège de 1759 et entièrement restaurée en 1816. La batterie Royale voisine, nommée en l'honneur de Louis XIV qui en finança la construction en 1691, faisait partie du dispositif défensif de la cité sous le régime français.;LE RICOCHET URBAIN (0.3 km) | LE SAINT-VALLIER (0.3 km) | RÉSIDENCE SAINTE-HÉLÈNE (0.7 km);LE 253 DE LA REINE (0.5 km) | TERMINUS HÔTEL (0.7 km) | HÔTEL ROYAL WILLIAM (0.8 km);HÔTEL BEST WESTERN PLUS CENTRE-VILLE (0.7 km) | HÔTEL PUR QUÉBEC (0.8 km) | HÔTEL PUR QUÉBEC (0.8 km);Julio Taqueria (0.4 km) | Kraken Cru (0.4 km) | Resto-Bar Lima (0.4 km) | Chez Tao (0.5 km) | District Saint-Joseph (0.6 km);La Boîte à Questions - Quiz Room (0.4 km) | Parc linéaire de la Rivière-Saint-Charles (0.8 km) | Scanner Bistro (0.9 km) | À Double Tour - Expériences immersives (0.9 km) | Musi'Quiz Québec (0.9 km);Parc de la Pointe-aux-Lièvres (0.6 km) | Parc linéaire de la Rivière-Saint-Charles (0.8 km) | Préski (1.2 km) | Patinoire de la Place D'Youville (1.6 km) | Parc des Champs-de-Bataille - Plaines d'Abraham (2.0 km)
21;quartier-petit-champlain;Quartier Petit-Champlain;Petit-Champlain District;Québec (Capitale-Nationale);2;Québec;Rue du Petit-Champlain, Québec (QC) G1K 4H8;;quebec-cite.com;;46.812;-71.2037;Villages et quartiers pittoresques;Picturesque Villages & Districts;Hébergement seulement;Accommodation only;L'une des plus vieilles artères commerciales d'Amérique du Nord, bordée de boutiques d'artisans et accessible par l'escalier Casse-Cou ou le funiculaire du Vieux-Québec.;One of the oldest commercial streets in North America, lined with artisan boutiques and reached via the Casse-Cou stairway or the Old Québec funicular.;Lové au pied du cap Diamant en Basse-Ville, le quartier doit son nom à son emplacement sous la terrasse Dufferin. L'escalier Casse-Cou, plus ancien escalier de Québec, fut d'abord un sentier abrupt avant que des marches y soient aménagées vers 1680. Le funiculaire du Vieux-Québec, en service depuis plus d'un siècle, relie le quartier à la Haute-Ville en partant de la Maison Louis-Jolliet, ancienne résidence du découvreur du Mississippi. Particulièrement féerique en période des fêtes, le quartier offre l'un des décors les plus photographiés de la ville.;LE RICOCHET URBAIN (0.3 km) | LE SAINT-VALLIER (0.3 km) | RÉSIDENCE SAINTE-HÉLÈNE (0.7 km);LE 253 DE LA REINE (0.5 km) | TERMINUS HÔTEL (0.7 km) | HÔTEL ROYAL WILLIAM (0.8 km);HÔTEL BEST WESTERN PLUS CENTRE-VILLE (0.7 km) | HÔTEL PUR QUÉBEC (0.8 km) | HÔTEL PUR QUÉBEC (0.8 km);Julio Taqueria (0.4 km) | Kraken Cru (0.4 km) | Resto-Bar Lima (0.4 km) | Chez Tao (0.5 km) | District Saint-Joseph (0.6 km);La Boîte à Questions - Quiz Room (0.4 km) | Parc linéaire de la Rivière-Saint-Charles (0.8 km) | Scanner Bistro (0.9 km) | À Double Tour - Expériences immersives (0.9 km) | Musi'Quiz Québec (0.9 km);Parc de la Pointe-aux-Lièvres (0.6 km) | Parc linéaire de la Rivière-Saint-Charles (0.8 km) | Préski (1.2 km) | Patinoire de la Place D'Youville (1.6 km) | Parc des Champs-de-Bataille - Plaines d'Abraham (2.0 km)
22;parc-des-champs-de-bataille-plaines-dabraham;Parc des Champs-de-Bataille (Plaines d'Abraham);Battlefields Park (Plains of Abraham);Québec (Capitale-Nationale);2;Québec;835, avenue Wilfrid-Laurier, Québec (QC) G1R 2L3;418 649-6157;lesplainesdabraham.ca;information@ccbn-nbc.gc.ca;46.8027;-71.2186;Histoire et patrimoine;History & Heritage;Hébergement + Billetterie/Excursion;Accommodation + Tickets/Tours;Premier parc historique national du Canada, théâtre de la bataille décisive de 1759, les Plaines d'Abraham forment aujourd'hui l'un des plus prestigieux parcs urbains au monde, comparé à Central Park ou à Hyde Park.;Canada's first national historic park, the site of the decisive 1759 battle, the Plains of Abraham today form one of the most prestigious urban parks in the world, often compared to Central Park or Hyde Park.;Le 13 septembre 1759, l'armée britannique du général James Wolfe surprit les troupes françaises du marquis de Montcalm sur ce plateau agricole, dans une bataille brève mais déterminante pour le sort de l'Amérique du Nord — les deux généraux y trouvèrent la mort. Une seconde bataille, celle de Sainte-Foy (1760), vit cette fois la victoire française du chevalier de Lévis, sans toutefois renverser le cours de la Conquête. Devenu parc en 1908 pour le 300e anniversaire de Québec, le site de 98 hectares accueille aujourd'hui 4 millions de visiteurs annuellement, entre activités sportives, spectacles en plein air et le Musée des plaines d'Abraham, centre d'interprétation des batailles.;LE RICOCHET URBAIN (0.3 km) | LE SAINT-VALLIER (0.3 km) | RÉSIDENCE SAINTE-HÉLÈNE (0.7 km);LE 253 DE LA REINE (0.5 km) | TERMINUS HÔTEL (0.7 km) | HÔTEL ROYAL WILLIAM (0.8 km);HÔTEL BEST WESTERN PLUS CENTRE-VILLE (0.7 km) | HÔTEL PUR QUÉBEC (0.8 km) | HÔTEL PUR QUÉBEC (0.8 km);Julio Taqueria (0.4 km) | Kraken Cru (0.4 km) | Resto-Bar Lima (0.4 km) | Chez Tao (0.5 km) | District Saint-Joseph (0.6 km);La Boîte à Questions - Quiz Room (0.4 km) | Parc linéaire de la Rivière-Saint-Charles (0.8 km) | Scanner Bistro (0.9 km) | À Double Tour - Expériences immersives (0.9 km) | Musi'Quiz Québec (0.9 km);Parc de la Pointe-aux-Lièvres (0.6 km) | Parc linéaire de la Rivière-Saint-Charles (0.8 km) | Préski (1.2 km) | Patinoire de la Place D'Youville (1.6 km) | Parc des Champs-de-Bataille - Plaines d'Abraham (2.0 km)
